mac1;mac2;similaridade
8c:58:77:10:60:82;e8:06:88:15:12:28;0.554244
8c:58:77:10:60:82;98:03:d8:11:18:21;0.430677
b8:17:c2:12:60:04;e8:06:88:15:12:28;0.430677
b8:17:c2:12:60:04;98:03:d8:11:18:21;0.430677
e8:06:88:15:12:28;98:03:d8:11:18:21;0.430677
f4:0b:93:15:94:28;70:56:81:08:80:63;2.000000
7c:6d:62:09:76:94;4c:b1:99:06:29:79;1.000000
14:5a:05:02:58:36;8c:7b:9d:10:64:35;1.000000
78:59:5e:09:23:82;d8:9e:3f:14:09:75;0.340605
14:5a:05:02:58:68;8c:7b:9d:10:64:56;0.342199
14:5a:05:02:58:68;84:29:99:10:08:83;0.342199
14:5a:05:02:58:68;d8:a2:5e:14:31:98;0.338906
14:5a:05:02:58:68;58:1f:aa:06:96:37;0.392522
14:5a:05:02:58:68;d8:9e:3f:14:09:75;0.338906
14:5a:05:02:58:68;28:98:7b:04:16:52;0.338906
14:5a:05:02:58:68;40:d3:2d:05:80:53;0.338906
14:5a:05:02:58:68;8c:7b:9d:10:65:43;0.342199
14:5a:05:02:58:68;d8:9e:3f:14:15:15;0.392522
14:5a:05:02:58:68;98:0c:82:11:27:79;0.338906
14:5a:05:02:58:68;c4:2c:03:13:21:80;0.338906
48:60:bc:06:03:05;d8:9e:3f:14:09:75;0.339314
48:60:bc:06:03:05;58:1f:aa:06:94:65;0.339314
8c:7b:9d:10:64:56;84:29:99:10:08:83;0.342199
8c:7b:9d:10:64:56;58:1f:aa:06:96:37;0.340250
8c:7b:9d:10:64:56;d8:9e:3f:14:09:75;0.340250
8c:7b:9d:10:64:56;7c:fa:df:09:94:99;0.340250
8c:7b:9d:10:64:56;18:20:32:02:97:34;0.340250
8c:7b:9d:10:64:56;40:d3:2d:05:80:53;0.340250
8c:7b:9d:10:64:56;8c:7b:9d:10:65:43;0.342199
8c:7b:9d:10:64:56;24:ab:81:04:04:25;0.357740
8c:7b:9d:10:64:56;58:1f:aa:06:94:65;0.357740
84:29:99:10:08:83;8c:7b:9d:10:65:43;0.342199
d8:a2:5e:14:31:98;d8:9e:3f:14:09:75;0.338906
d8:a2:5e:14:31:98;28:98:7b:04:16:52;0.338906
d8:a2:5e:14:31:98;40:d3:2d:05:80:53;0.338906
d8:a2:5e:14:31:98;98:0c:82:11:27:79;0.338906
d8:a2:5e:14:31:98;c4:2c:03:13:21:80;0.338906
58:1f:aa:06:96:37;d8:9e:3f:14:09:75;0.340250
58:1f:aa:06:96:37;7c:fa:df:09:94:99;0.340250
58:1f:aa:06:96:37;18:20:32:02:97:34;0.461704
58:1f:aa:06:96:37;40:d3:2d:05:80:53;0.340250
58:1f:aa:06:96:37;d8:9e:3f:14:15:15;0.392522
d8:9e:3f:14:09:75;7c:fa:df:09:94:99;0.340250
d8:9e:3f:14:09:75;28:98:7b:04:16:52;0.338906
d8:9e:3f:14:09:75;18:20:32:02:97:34;0.340250
d8:9e:3f:14:09:75;40:d3:2d:05:80:53;0.611859
d8:9e:3f:14:09:75;58:1f:aa:06:94:65;0.339314
d8:9e:3f:14:09:75;98:0c:82:11:27:79;0.338906
d8:9e:3f:14:09:75;c4:2c:03:13:21:80;0.338906
7c:fa:df:09:94:99;18:20:32:02:97:34;0.340250
7c:fa:df:09:94:99;40:d3:2d:05:80:53;0.340250
28:98:7b:04:16:52;40:d3:2d:05:80:53;0.338906
28:98:7b:04:16:52;58:1f:aa:06:94:65;0.351747
28:98:7b:04:16:52;98:0c:82:11:27:79;0.338906
28:98:7b:04:16:52;c4:2c:03:13:21:80;0.338906
18:20:32:02:97:34;40:d3:2d:05:80:53;0.340250
18:20:32:02:97:34;58:1f:aa:06:94:65;0.361962
40:d3:2d:05:80:53;98:0c:82:11:27:79;0.338906
40:d3:2d:05:80:53;c4:2c:03:13:21:80;0.338906
24:ab:81:04:04:25;58:1f:aa:06:94:65;0.357740
58:1f:aa:06:94:65;7c:c5:37:09:91:54;0.386780
98:0c:82:11:27:79;c4:2c:03:13:21:80;0.338906
28:37:37:04:09:42;70:73:cb:08:86:02;0.310030
28:37:37:04:09:42;00:26:4a:00:85:93;0.310030
28:37:37:04:09:42;00:c6:10:01:32:58;0.310030
28:37:37:04:09:42;4c:bc:a5:06:32:13;1.810030
28:37:37:04:09:42;cc:08:e0:13:47:85;0.310030
28:37:37:04:09:42;e4:8b:7f:14:96:73;0.310030
28:37:37:04:09:42;b8:c7:5d:12:70:50;0.310030
28:37:37:04:09:42;c4:2c:03:13:21:83;0.310030
f0:dc:e2:15:88:51;70:73:cb:08:86:02;0.306737
f0:dc:e2:15:88:51;d8:9e:3f:14:30:11;0.306737
f0:dc:e2:15:88:51;00:23:12:00:56:34;0.306737
f0:dc:e2:15:88:51;28:37:37:04:10:56;0.306737
f0:dc:e2:15:88:51;d8:a2:5e:14:31:56;0.306737
f0:dc:e2:15:88:51;c4:2c:03:13:21:80;0.306737
70:73:cb:08:86:02;d8:9e:3f:14:30:11;0.421401
70:73:cb:08:86:02;7c:c3:a1:09:78:65;0.304623
70:73:cb:08:86:02;00:26:4a:00:85:93;0.424695
70:73:cb:08:86:02;90:27:e4:10:87:02;0.423477
70:73:cb:08:86:02;b8:ff:61:12:75:72;0.422746
70:73:cb:08:86:02;98:0c:82:11:24:53;0.429535
70:73:cb:08:86:02;0c:74:c2:02:12:99;0.302024
70:73:cb:08:86:02;00:c6:10:01:32:58;0.549607
70:73:cb:08:86:02;88:c6:63:10:45:54;0.297834
70:73:cb:08:86:02;d8:9e:3f:14:10:39;0.304623
70:73:cb:08:86:02;00:23:12:00:56:34;0.431649
70:73:cb:08:86:02;28:cf:da:04:21:41;0.308081
70:73:cb:08:86:02;4c:bc:a5:06:32:13;0.310030
70:73:cb:08:86:02;28:e0:2c:04:32:92;0.304623
70:73:cb:08:86:02;e4:ce:8f:15:10:46;0.304623
70:73:cb:08:86:02;28:37:37:04:10:56;0.428190
70:73:cb:08:86:02;58:1f:aa:06:96:34;0.304623
70:73:cb:08:86:02;88:c6:63:10:45:51;0.422746
70:73:cb:08:86:02;d8:a2:5e:14:31:56;0.428190
70:73:cb:08:86:02;7c:c5:37:09:85:75;0.302024
70:73:cb:08:86:02;cc:08:e0:13:47:85;0.546148
70:73:cb:08:86:02;e4:8b:7f:14:96:73;0.310030
70:73:cb:08:86:02;a8:fa:d8:12:21:60;0.419287
70:73:cb:08:86:02;e4:ce:8f:15:09:15;0.416688
70:73:cb:08:86:02;b8:c7:5d:12:70:50;0.310030
70:73:cb:08:86:02;60:fb:42:07:90:90;0.308081
70:73:cb:08:86:02;7c:c5:37:09:84:03;0.297834
70:73:cb:08:86:02;f0:4f:7c:15:50:37;0.423477
70:73:cb:08:86:02;c4:2c:03:13:21:80;0.306737
70:73:cb:08:86:02;c4:2c:03:13:21:83;0.310030
d8:9e:3f:14:30:11;7c:c3:a1:09:78:65;0.307145
d8:9e:3f:14:30:11;00:26:4a:00:85:93;0.431600
d8:9e:3f:14:30:11;b8:ff:61:12:75:72;0.421810
d8:9e:3f:14:30:11;98:0c:82:11:24:53;0.328462
d8:9e:3f:14:30:11;14:7d:c5:02:66:53;0.307145
d8:9e:3f:14:30:11;00:c6:10:01:32:58;0.555576
d8:9e:3f:14:30:11;88:c6:63:10:45:54;0.297834
d8:9e:3f:14:30:11;00:23:12:00:56:34;0.306737
d8:9e:3f:14:30:11;28:cf:da:04:21:41;0.452438
d8:9e:3f:14:30:11;e0:f8:47:14:81:80;0.307145
d8:9e:3f:14:30:11;c4:2c:03:13:22:29;0.491434
d8:9e:3f:14:30:11;28:37:37:04:10:56;0.306737
d8:9e:3f:14:30:11;88:c6:63:10:45:51;0.297834
d8:9e:3f:14:30:11;d8:a2:5e:14:31:56;0.306737
d8:9e:3f:14:30:11;7c:c5:37:09:85:75;0.307145
d8:9e:3f:14:30:11;cc:08:e0:13:47:85;0.431600
d8:9e:3f:14:30:11;a8:fa:d8:12:21:60;0.443127
d8:9e:3f:14:30:11;e4:ce:8f:15:09:15;0.567103
d8:9e:3f:14:30:11;70:56:81:08:81:17;0.367458
d8:9e:3f:14:30:11;7c:c5:37:09:84:03;0.606098
d8:9e:3f:14:30:11;c4:2c:03:13:21:80;0.306737
7c:c3:a1:09:78:65;90:27:e4:10:87:02;0.304623
7c:c3:a1:09:78:65;b8:ff:61:12:75:72;0.489233
7c:c3:a1:09:78:65;98:0c:82:11:24:53;0.304623
7c:c3:a1:09:78:65;f0:b4:79:15:53:48;0.338378
7c:c3:a1:09:78:65;14:7d:c5:02:66:53;0.443554
7c:c3:a1:09:78:65;00:c6:10:01:32:58;0.484329
7c:c3:a1:09:78:65;d8:9e:3f:14:10:39;0.304623
7c:c3:a1:09:78:65;00:23:12:00:56:34;0.520466
7c:c3:a1:09:78:65;28:cf:da:04:21:41;0.629909
7c:c3:a1:09:78:65;28:e0:2c:04:32:92;0.304623
7c:c3:a1:09:78:65;e4:ce:8f:15:10:46;0.304623
7c:c3:a1:09:78:65;e0:f8:47:14:81:80;0.307145
7c:c3:a1:09:78:65;c4:2c:03:13:22:29;0.921541
7c:c3:a1:09:78:65;28:37:37:04:10:56;0.304623
7c:c3:a1:09:78:65;58:1f:aa:06:96:34;0.304623
7c:c3:a1:09:78:65;88:c6:63:10:45:51;0.319578
7c:c3:a1:09:78:65;d8:a2:5e:14:31:56;0.459831
7c:c3:a1:09:78:65;7c:c5:37:09:85:75;0.307145
7c:c3:a1:09:78:65;7c:11:be:09:69:50;0.338378
7c:c3:a1:09:78:65;cc:08:e0:13:47:85;0.486710
7c:c3:a1:09:78:65;a8:fa:d8:12:21:60;0.304623
7c:c3:a1:09:78:65;e4:ce:8f:15:09:15;0.447821
7c:c3:a1:09:78:65;7c:c5:37:09:84:03;0.854468
7c:c3:a1:09:78:65;f0:4f:7c:15:50:37;0.304623
00:26:4a:00:85:93;b8:ff:61:12:75:72;0.297834
00:26:4a:00:85:93;00:c6:10:01:32:58;0.558461
00:26:4a:00:85:93;88:c6:63:10:45:54;0.297834
00:26:4a:00:85:93;4c:bc:a5:06:32:13;0.310030
00:26:4a:00:85:93;88:c6:63:10:45:51;0.297834
00:26:4a:00:85:93;cc:08:e0:13:47:85;5.451250
00:26:4a:00:85:93;e4:8b:7f:14:96:73;0.310030
00:26:4a:00:85:93;a8:fa:d8:12:21:60;0.297834
00:26:4a:00:85:93;e4:ce:8f:15:09:15;0.297834
00:26:4a:00:85:93;b8:c7:5d:12:70:50;0.310030
00:26:4a:00:85:93;7c:c5:37:09:84:03;0.297834
00:26:4a:00:85:93;c4:2c:03:13:21:83;0.310030
90:27:e4:10:87:02;98:0c:82:11:24:53;0.304623
90:27:e4:10:87:02;0c:74:c2:02:12:99;0.428210
90:27:e4:10:87:02;d8:9e:3f:14:10:39;0.304623
90:27:e4:10:87:02;28:cf:da:04:21:41;0.309355
90:27:e4:10:87:02;4c:bc:a5:06:32:13;0.347441
90:27:e4:10:87:02;28:e0:2c:04:32:92;0.304623
90:27:e4:10:87:02;e4:ce:8f:15:10:46;0.304623
90:27:e4:10:87:02;28:37:37:04:10:56;0.304623
90:27:e4:10:87:02;58:1f:aa:06:96:34;0.304623
90:27:e4:10:87:02;d8:a2:5e:14:31:56;0.304623
90:27:e4:10:87:02;7c:c5:37:09:85:75;0.302024
90:27:e4:10:87:02;cc:08:e0:13:47:85;0.304623
90:27:e4:10:87:02;a8:fa:d8:12:21:60;0.304623
90:27:e4:10:87:02;e4:ce:8f:15:09:15;0.302024
90:27:e4:10:87:02;f0:4f:7c:15:50:37;0.423477
b8:ff:61:12:75:72;98:0c:82:11:24:53;0.467653
b8:ff:61:12:75:72;14:7d:c5:02:66:53;0.307145
b8:ff:61:12:75:72;00:c6:10:01:32:58;0.546722
b8:ff:61:12:75:72;88:c6:63:10:45:54;0.297834
b8:ff:61:12:75:72;00:23:12:00:56:34;0.490169
b8:ff:61:12:75:72;28:cf:da:04:21:41;1.204393
b8:ff:61:12:75:72;e0:f8:47:14:81:80;0.307145
b8:ff:61:12:75:72;c4:2c:03:13:22:29;0.466716
b8:ff:61:12:75:72;88:c6:63:10:45:51;0.422746
b8:ff:61:12:75:72;7c:c5:37:09:85:75;0.307145
b8:ff:61:12:75:72;cc:08:e0:13:47:85;0.479922
b8:ff:61:12:75:72;a8:fa:d8:12:21:60;0.297834
b8:ff:61:12:75:72;e4:ce:8f:15:09:15;0.671810
b8:ff:61:12:75:72;60:fb:42:07:90:90;0.308081
b8:ff:61:12:75:72;7c:c5:37:09:84:03;0.421810
98:0c:82:11:24:53;00:c6:10:01:32:58;0.308081
98:0c:82:11:24:53;d8:9e:3f:14:10:39;0.304623
98:0c:82:11:24:53;00:23:12:00:56:34;1.084827
98:0c:82:11:24:53;28:cf:da:04:21:41;0.612946
98:0c:82:11:24:53;28:e0:2c:04:32:92;0.304623
98:0c:82:11:24:53;e4:ce:8f:15:10:46;0.304623
98:0c:82:11:24:53;c4:2c:03:13:22:29;0.514182
98:0c:82:11:24:53;28:37:37:04:10:56;0.450438
98:0c:82:11:24:53;58:1f:aa:06:96:34;0.304623
98:0c:82:11:24:53;88:c6:63:10:45:51;0.308081
98:0c:82:11:24:53;d8:a2:5e:14:31:56;0.304623
98:0c:82:11:24:53;cc:08:e0:13:47:85;0.304623
98:0c:82:11:24:53;a8:fa:d8:12:21:60;0.449916
98:0c:82:11:24:53;e4:ce:8f:15:09:15;0.682292
98:0c:82:11:24:53;60:fb:42:07:90:90;0.308081
98:0c:82:11:24:53;f0:4f:7c:15:50:37;0.304623
f0:b4:79:15:53:48;00:c6:10:01:32:58;0.315810
f0:b4:79:15:53:48;00:23:12:00:56:34;0.338378
f0:b4:79:15:53:48;28:cf:da:04:21:41;0.315810
f0:b4:79:15:53:48;d8:a2:5e:14:31:56;0.338378
f0:b4:79:15:53:48;7c:11:be:09:69:50;0.338378
f0:b4:79:15:53:48;cc:08:e0:13:47:85;0.315810
f0:b4:79:15:53:48;e4:ce:8f:15:09:15;0.315810
14:7d:c5:02:66:53;00:c6:10:01:32:58;0.307145
14:7d:c5:02:66:53;28:cf:da:04:21:41;0.307145
14:7d:c5:02:66:53;e0:f8:47:14:81:80;0.307145
14:7d:c5:02:66:53;c4:2c:03:13:22:29;0.443554
14:7d:c5:02:66:53;88:c6:63:10:45:51;0.319578
14:7d:c5:02:66:53;7c:c5:37:09:85:75;0.307145
14:7d:c5:02:66:53;e4:ce:8f:15:09:15;0.307145
14:7d:c5:02:66:53;7c:c5:37:09:84:03;0.443554
0c:74:c2:02:12:99;00:23:12:00:56:34;0.383169
0c:74:c2:02:12:99;28:cf:da:04:21:41;0.309355
0c:74:c2:02:12:99;7c:c5:37:09:85:75;0.302024
0c:74:c2:02:12:99;e4:ce:8f:15:09:15;0.302024
0c:74:c2:02:12:99;f0:4f:7c:15:50:37;0.502024
00:c6:10:01:32:58;88:c6:63:10:45:54;0.297834
00:c6:10:01:32:58;d8:9e:3f:14:10:39;0.329793
00:c6:10:01:32:58;00:23:12:00:56:34;0.308081
00:c6:10:01:32:58;28:cf:da:04:21:41;0.564698
00:c6:10:01:32:58;4c:bc:a5:06:32:13;0.310030
00:c6:10:01:32:58;e0:f8:47:14:81:80;0.307145
00:c6:10:01:32:58;c4:2c:03:13:22:29;0.307145
00:c6:10:01:32:58;88:c6:63:10:45:51;0.422746
00:c6:10:01:32:58;7c:c5:37:09:85:75;0.307145
00:c6:10:01:32:58;cc:08:e0:13:47:85;0.837725
00:c6:10:01:32:58;e4:8b:7f:14:96:73;0.310030
00:c6:10:01:32:58;a8:fa:d8:12:21:60;0.297834
00:c6:10:01:32:58;e4:ce:8f:15:09:15;0.554450
00:c6:10:01:32:58;b8:c7:5d:12:70:50;0.310030
00:c6:10:01:32:58;60:fb:42:07:90:90;0.454705
00:c6:10:01:32:58;7c:c5:37:09:84:03;0.421810
00:c6:10:01:32:58;c4:2c:03:13:21:83;0.310030
88:c6:63:10:45:54;88:c6:63:10:45:51;0.297834
88:c6:63:10:45:54;cc:08:e0:13:47:85;0.297834
88:c6:63:10:45:54;a8:fa:d8:12:21:60;0.297834
88:c6:63:10:45:54;e4:ce:8f:15:09:15;0.297834
88:c6:63:10:45:54;7c:c5:37:09:84:03;0.297834
d8:9e:3f:14:10:39;28:e0:2c:04:32:92;0.304623
d8:9e:3f:14:10:39;e4:ce:8f:15:10:46;0.423418
d8:9e:3f:14:10:39;28:37:37:04:10:56;0.304623
d8:9e:3f:14:10:39;58:1f:aa:06:96:34;0.304623
d8:9e:3f:14:10:39;d8:a2:5e:14:31:56;0.304623
d8:9e:3f:14:10:39;cc:08:e0:13:47:85;0.451246
d8:9e:3f:14:10:39;a8:fa:d8:12:21:60;0.304623
d8:9e:3f:14:10:39;60:fb:42:07:90:90;0.329793
d8:9e:3f:14:10:39;f0:4f:7c:15:50:37;0.304623
00:23:12:00:56:34;28:cf:da:04:21:41;0.660877
00:23:12:00:56:34;c4:2c:03:13:22:29;0.353877
00:23:12:00:56:34;28:37:37:04:10:56;0.452552
00:23:12:00:56:34;88:c6:63:10:45:51;0.308081
00:23:12:00:56:34;d8:a2:5e:14:31:56;0.632652
00:23:12:00:56:34;7c:11:be:09:69:50;0.338378
00:23:12:00:56:34;cc:08:e0:13:47:85;0.365257
00:23:12:00:56:34;e4:ce:8f:15:09:15;0.328985
00:23:12:00:56:34;70:56:81:08:81:17;0.353877
00:23:12:00:56:34;60:fb:42:07:90:90;0.808081
00:23:12:00:56:34;7c:c5:37:09:84:03;0.353877
00:23:12:00:56:34;f0:4f:7c:15:50:37;0.383169
00:23:12:00:56:34;c4:2c:03:13:21:80;0.477444
28:cf:da:04:21:41;e0:f8:47:14:81:80;0.307145
28:cf:da:04:21:41;c4:2c:03:13:22:29;0.637424
28:cf:da:04:21:41;88:c6:63:10:45:51;0.308081
28:cf:da:04:21:41;d8:a2:5e:14:31:56;0.539326
28:cf:da:04:21:41;7c:c5:37:09:85:75;0.307145
28:cf:da:04:21:41;cc:08:e0:13:47:85;0.497898
28:cf:da:04:21:41;a8:fa:d8:12:21:60;0.328462
28:cf:da:04:21:41;e4:ce:8f:15:09:15;0.725755
28:cf:da:04:21:41;70:56:81:08:81:17;0.353877
28:cf:da:04:21:41;60:fb:42:07:90:90;0.308081
28:cf:da:04:21:41;7c:c5:37:09:84:03;0.618529
28:cf:da:04:21:41;c4:2c:03:13:21:80;0.353877
4c:bc:a5:06:32:13;cc:08:e0:13:47:85;0.310030
4c:bc:a5:06:32:13;e4:8b:7f:14:96:73;0.310030
4c:bc:a5:06:32:13;b8:c7:5d:12:70:50;0.310030
4c:bc:a5:06:32:13;c4:2c:03:13:21:83;0.310030
28:e0:2c:04:32:92;e4:ce:8f:15:10:46;0.304623
28:e0:2c:04:32:92;28:37:37:04:10:56;0.304623
28:e0:2c:04:32:92;58:1f:aa:06:96:34;0.304623
28:e0:2c:04:32:92;d8:a2:5e:14:31:56;0.304623
28:e0:2c:04:32:92;7c:c5:37:09:85:75;0.427820
28:e0:2c:04:32:92;cc:08:e0:13:47:85;0.304623
28:e0:2c:04:32:92;a8:fa:d8:12:21:60;0.304623
28:e0:2c:04:32:92;f0:4f:7c:15:50:37;0.304623
28:e0:2c:04:32:92;c4:2c:03:13:21:83;0.814099
e4:ce:8f:15:10:46;28:37:37:04:10:56;0.304623
e4:ce:8f:15:10:46;58:1f:aa:06:96:34;0.304623
e4:ce:8f:15:10:46;d8:a2:5e:14:31:56;0.304623
e4:ce:8f:15:10:46;cc:08:e0:13:47:85;0.304623
e4:ce:8f:15:10:46;a8:fa:d8:12:21:60;0.304623
e4:ce:8f:15:10:46;f0:4f:7c:15:50:37;0.304623
e0:f8:47:14:81:80;c4:2c:03:13:22:29;0.307145
e0:f8:47:14:81:80;7c:c5:37:09:85:75;0.307145
e0:f8:47:14:81:80;7c:11:be:09:69:50;0.393479
e0:f8:47:14:81:80;e4:ce:8f:15:09:15;0.307145
e0:f8:47:14:81:80;7c:c5:37:09:84:03;0.307145
70:de:e2:08:94:48;a8:fa:d8:12:21:60;0.410839
70:de:e2:08:94:48;7c:c5:37:09:84:03;0.410839
c4:2c:03:13:22:29;88:c6:63:10:45:51;0.319578
c4:2c:03:13:22:29;d8:a2:5e:14:31:56;0.353877
c4:2c:03:13:22:29;7c:c5:37:09:85:75;0.307145
c4:2c:03:13:22:29;e4:ce:8f:15:09:15;0.307145
c4:2c:03:13:22:29;70:56:81:08:81:17;0.538165
c4:2c:03:13:22:29;7c:c5:37:09:84:03;0.798550
c4:2c:03:13:22:29;c4:2c:03:13:21:80;0.353877
28:37:37:04:10:56;58:1f:aa:06:96:34;0.304623
28:37:37:04:10:56;d8:a2:5e:14:31:56;0.428190
28:37:37:04:10:56;cc:08:e0:13:47:85;0.304623
28:37:37:04:10:56;a8:fa:d8:12:21:60;0.304623
28:37:37:04:10:56;e4:ce:8f:15:09:15;0.328985
28:37:37:04:10:56;f0:4f:7c:15:50:37;0.304623
28:37:37:04:10:56;c4:2c:03:13:21:80;0.306737
58:1f:aa:06:96:34;d8:a2:5e:14:31:56;0.304623
58:1f:aa:06:96:34;cc:08:e0:13:47:85;0.304623
58:1f:aa:06:96:34;a8:fa:d8:12:21:60;0.304623
58:1f:aa:06:96:34;f0:4f:7c:15:50:37;0.304623
88:c6:63:10:45:51;cc:08:e0:13:47:85;0.297834
88:c6:63:10:45:51;a8:fa:d8:12:21:60;0.297834
88:c6:63:10:45:51;e4:ce:8f:15:09:15;0.297834
88:c6:63:10:45:51;60:fb:42:07:90:90;0.308081
88:c6:63:10:45:51;7c:c5:37:09:84:03;0.434242
d8:a2:5e:14:31:56;7c:11:be:09:69:50;0.338378
d8:a2:5e:14:31:56;cc:08:e0:13:47:85;0.304623
d8:a2:5e:14:31:56;a8:fa:d8:12:21:60;0.304623
d8:a2:5e:14:31:56;70:56:81:08:81:17;0.353877
d8:a2:5e:14:31:56;7c:c5:37:09:84:03;0.353877
d8:a2:5e:14:31:56;f0:4f:7c:15:50:37;0.304623
d8:a2:5e:14:31:56;c4:2c:03:13:21:80;0.477444
7c:c5:37:09:85:75;e4:ce:8f:15:09:15;0.426000
7c:c5:37:09:85:75;7c:c5:37:09:84:03;0.307145
7c:c5:37:09:85:75;f0:4f:7c:15:50:37;0.302024
cc:08:e0:13:47:85;e4:8b:7f:14:96:73;0.310030
cc:08:e0:13:47:85;a8:fa:d8:12:21:60;0.419287
cc:08:e0:13:47:85;e4:ce:8f:15:09:15;0.430474
cc:08:e0:13:47:85;b8:c7:5d:12:70:50;0.310030
cc:08:e0:13:47:85;60:fb:42:07:90:90;0.329793
cc:08:e0:13:47:85;7c:c5:37:09:84:03;0.297834
cc:08:e0:13:47:85;f0:4f:7c:15:50:37;0.304623
cc:08:e0:13:47:85;c4:2c:03:13:21:83;0.310030
e4:8b:7f:14:96:73;b8:c7:5d:12:70:50;0.310030
e4:8b:7f:14:96:73;c4:2c:03:13:21:83;0.310030
04:46:65:01:59:25;70:56:81:08:81:17;0.516503
a8:fa:d8:12:21:60;e4:ce:8f:15:09:15;0.443127
a8:fa:d8:12:21:60;7c:c5:37:09:84:03;0.525504
a8:fa:d8:12:21:60;f0:4f:7c:15:50:37;0.304623
e4:ce:8f:15:09:15;7c:c5:37:09:84:03;0.562486
e4:ce:8f:15:09:15;f0:4f:7c:15:50:37;0.302024
70:56:81:08:81:17;7c:c5:37:09:84:03;0.538165
70:56:81:08:81:17;c4:2c:03:13:21:80;0.353877
b8:c7:5d:12:70:50;c4:2c:03:13:21:83;0.310030
7c:c5:37:09:84:03;c4:2c:03:13:21:80;0.353877
c4:2c:03:13:23:03;d8:9e:3f:14:24:99;1.000000
04:0c:ce:01:45:15;54:26:96:06:82:06;3.000000
cc:78:5f:13:64:29;40:30:04:05:49:10;1.000000
04:0c:ce:01:45:89;98:d6:bb:11:46:72;0.308091
04:0c:ce:01:45:89;04:0c:ce:01:44:42;0.314880
04:0c:ce:01:45:89;44:a4:2d:05:88:16;0.308091
04:0c:ce:01:45:89;f8:1e:df:16:14:15;0.320287
04:0c:ce:01:45:89;dc:2b:61:14:42:53;0.320287
04:0c:ce:01:45:89;d8:a2:5e:14:32:75;0.308091
04:0c:ce:01:45:89;58:1f:aa:06:95:96;0.556405
04:0c:ce:01:45:89;cc:08:e0:13:51:18;0.308091
04:0c:ce:01:45:89;dc:2b:61:14:49:73;0.429544
04:0c:ce:01:45:89;54:26:96:06:74:50;0.429544
04:0c:ce:01:45:89;b8:c7:5d:12:68:56;0.308091
04:0c:ce:01:45:89;8c:7b:9d:10:65:75;0.434952
b8:c7:5d:12:68:67;98:d6:bb:11:46:72;0.312281
b8:c7:5d:12:68:67;04:0c:ce:01:44:42;0.312281
b8:c7:5d:12:68:67;dc:2b:61:14:42:53;0.312281
b8:c7:5d:12:68:67;58:1f:aa:06:95:96;0.312281
b8:c7:5d:12:68:67;d8:9e:3f:14:11:76;0.312281
d8:a2:5e:14:32:73;f8:1e:df:16:14:15;0.386853
d8:a2:5e:14:32:73;00:26:b0:00:89:96;0.317402
d8:a2:5e:14:32:73;64:b9:e8:08:07:81;0.377715
d8:a2:5e:14:32:73;64:b9:e8:08:05:73;0.329835
d8:a2:5e:14:32:73;d8:a2:5e:14:32:75;0.317402
d8:a2:5e:14:32:73;cc:08:e0:13:51:18;0.377715
d8:a2:5e:14:32:73;dc:2b:61:14:49:73;0.453811
d8:a2:5e:14:32:73;18:20:32:02:98:13;0.317402
d8:a2:5e:14:32:73;64:b9:e8:08:05:60;0.329835
d8:a2:5e:14:32:73;b8:c7:5d:12:68:56;0.609019
98:d6:bb:11:46:72;04:0c:ce:01:44:42;0.438467
98:d6:bb:11:46:72;a4:d1:d2:11:96:66;0.340050
98:d6:bb:11:46:72;44:a4:2d:05:88:16;0.308091
98:d6:bb:11:46:72;dc:2b:61:14:42:53;0.525027
98:d6:bb:11:46:72;d8:a2:5e:14:32:75;0.454715
98:d6:bb:11:46:72;b8:c7:5d:12:66:26;0.352998
98:d6:bb:11:46:72;58:1f:aa:06:95:96;0.586517
98:d6:bb:11:46:72;cc:08:e0:13:51:18;0.454715
98:d6:bb:11:46:72;dc:2b:61:14:49:73;0.308091
98:d6:bb:11:46:72;18:20:32:02:98:13;0.340050
98:d6:bb:11:46:72;d8:9e:3f:14:11:76;0.312281
98:d6:bb:11:46:72;54:26:96:06:74:50;0.308091
98:d6:bb:11:46:72;b8:c7:5d:12:68:56;0.954409
98:d6:bb:11:46:72;8c:7b:9d:10:65:75;0.308091
88:30:8a:10:32:82;cc:08:e0:13:51:18;0.351159
88:30:8a:10:32:82;24:ab:81:04:01:78;0.351159
88:30:8a:10:32:82;dc:2b:61:14:49:73;0.351159
04:54:53:01:63:84;58:1f:aa:06:94:34;0.651293
04:54:53:01:63:84;d8:9e:3f:14:18:79;0.335829
04:54:53:01:63:84;24:ab:81:04:01:78;0.335829
04:0c:ce:01:44:42;dc:2b:61:14:42:53;0.312281
04:0c:ce:01:44:42;58:1f:aa:06:95:96;0.433734
04:0c:ce:01:44:42;dc:2b:61:14:49:73;0.314880
04:0c:ce:01:44:42;d8:9e:3f:14:11:76;0.312281
04:0c:ce:01:44:42;54:26:96:06:74:50;0.314880
04:0c:ce:01:44:42;b8:c7:5d:12:68:56;0.319612
a4:d1:d2:11:96:66;f8:1e:df:16:14:15;0.318339
a4:d1:d2:11:96:66;10:9a:dd:02:43:23;0.318339
a4:d1:d2:11:96:66;64:b9:e8:08:07:81;0.318339
a4:d1:d2:11:96:66;d8:a2:5e:14:32:75;0.340050
a4:d1:d2:11:96:66;cc:08:e0:13:51:18;0.340050
a4:d1:d2:11:96:66;d8:9e:3f:14:18:79;0.341467
a4:d1:d2:11:96:66;18:20:32:02:98:13;0.340050
